"","00063026-2a67-41de-b105-f80dca277978","00a26384-1b1c-4db4-9664-75fb9b3febdb"
"TMEM42",15.3591,10.2306
"MAP3K2",26.8392,23.9505
"PUSL1",3.7315,19.0563
"SF3B5",214.0889,342.9246
"ZNF35",9.1581,10.4099
"TIGD4",0.311,1.5376
"IFFO2",10.5299,29.4102
"NLGN2",22.5892,31.9274
"MYO7B",2.4042,0.7201
"CHD3",52.1618,93.2979
"TMEM154",1.2066,5.4156
"MYRIP",9.9507,2.9509
"ALCAM",25.9852,167.3972
"YWHAG",603.6088,237.3659
"UBE2E3",61.1197,63.2956
"CNTROB",17.0975,47.5479
"TRAPPC1",97.9798,156.9414
"ZPLD1",0.0443,0.4698
"KCNAB3",0.4802,2.8258
"SERPINA9",0,6.9704
"FAM153A",0.3379,0.0419
"GPR37L1",0.0465,0.5468
"SIMC1",6.0819,6.7555
"TMEM192",15.5657,14.7796
"AC106795.1",4.1342,4.3099
"NSG2",0.0197,0.1858
"SPDYE5",0.5017,0.9664
"SERPINA6",0,62.3875
"ZNF778",3.6903,2.6439
"NIPA1",9.1844,10.5122
"FOXD4",0.1537,3.7529
"GPR25",0.1266,0.6705
"UBE2E1",20.8958,23.5811
"HNRNPA3",117.9715,160.3158
"SIK2",185.9371,24.605
"AL391987.1",0,0
"RNF150",58.3135,3.5177
"CCDC144A",0.4968,0.0459
"AL512625.1",0.8035,0.8805
"VGLL2",0.068,0
"HOXD4",11.9489,3.9285
"CHRNB1",5.3041,5.6867
"HOXD12",0,0.1385
"GYPA",0.0178,0
"USP38",17.5951,23.981
"SLC16A5",11.0717,32.4778
"NANP",9.0528,7.041
"ANKK1",0.5234,2.8406
"ADRA1B",20.193,1.1629
"ADPRM",13.451,18.1266
"FABP6",0,0.9844
"PWWP2A",9.8488,13.8451
"USP50",0.3059,1.62
"USP47",23.4703,25.5956
"PDCD6IP",95.8502,104.903
"MRGPRX1",0,0
"ZNF212",15.7437,28.2733
"MRAP",1.8661,0.0666
"FAM161A",1.4855,3.2423
"ZNF282",25.1229,59.4962
"GLB1",47.721,85.5294
"GON7",17.1213,30.4661
"FAXDC2",66.6707,32.9171
"CRTAP",253.4575,89.3365
"HSPB2",0.3598,0
"C7orf33",0,0
"CNGB3",0.0453,0.1066
"SLN",2.0088,0.197
"ELP5",26.0537,35.2123
"CMTM8",8.8795,43.4075
"GABARAP",0.5442,1.0522
"LGALS9B",0.1136,0.3009
"STX8",35.9079,25.4722
"CDK1",4.5141,18.2554
"UBB",304.8294,263.3255
"NFRKB",21.6664,48.1011
"FABP4",13688.037,29.4043
"FRMPD2",0,1.129
"PRDM10",7.1071,13.7131
"B3GNT2",45.6214,64.4992
"FOS",1844.6579,261.6331
"TMED10",242.2472,242.3027
"OR2A20P",1.2064,3.271
"SETMAR",22.3649,48.5942
"SMAD1",15.6603,21.7919
"CST5",0,1.1822
"CST2",1.8297,10.5289
"EMX2",7.86,0.2737
"CST1",0,0.6141
"SP7",0.1344,0
"TCAF2",1.1477,3.3703
"SEMA3E",2.8359,10.9854
"LRRN2",2.2006,33.938
"SLC30A1",37.691,91.5129
"DCLK2",6.0961,9.8837
"ZNF804A",0.268,0.2563
"AC091390.1",0,0
"GPRC5C",5.2138,38.6927
"TMEM182",1.8572,3.3009
"VSTM2A",0.0254,0.1047
"KRT8",3.5045,1344.4066
"KRT78",0,0.0548
"ADORA2B",4.2806,4.4786
"SDR9C7",0.0848,0.3492
"MGMT",12.3967,24.8473
"METTL7B",5.1879,3.4429
"KRT86",0.1564,9.9419
"HARS1",13.5861,16.4135
"NFXL1",6.0409,12.3934
"KRT75",0,0.7815
"DENND5B",9.7915,4.0671
"CD14",673.84,95.4846
"DNAJC18",7.3288,6.346
"KRT6C",0,0.2143
"RIOX1",12.0124,30.3804
"SPATA24",3.713,16.0735
"RALGAPB",28.4754,41.911
"PYM1",28.051,74.1204
"MZB1",0.6966,45.9165
"KRT4",0.0264,0.4343
"SLC23A1",0.5682,4.18
"KRT74",0,0.0594
"NPAS2",1.7951,5.4179
"KRT72",0.0352,0.7873
"KISS1",0.3186,0.8751
"LONRF2",2.6988,16.7388
"NUDT9",37.0377,36.9432
"HSD17B13",23.0336,0.3004
"PA2G4",59.2255,85.9651
"COX7B2",0,0
"ELOVL6",6.3593,11.9515
"KRT83",0,0.9045
"PFKFB3",745.0022,67.5771
"TMC7",4.1023,4.1953
"ARL6IP1",127.1118,196.0223
"SERPINB9",17.1689,7.9497
"SMAGP",4.3537,14.9098
"IRX1",2.9895,41.1093
"CDH2",0.0972,1.4143
"IRX2",4.2389,112.8634
"EMB",70.0146,25.9933
"SIX2",9.7626,5.9882
"DLGAP1",0.113,1.9805
"STAT2",72.5044,90.5666
"NUDCD2",10.1494,13.1721
"IRF2BP1",27.1727,76.2939
"OR9K2",0,0
"HSPA4",82.0303,114.9903
"FOXA3",0.0357,2.0992
"FAM71B",0,0
"SLC26A5",0.1335,2.4364
"COMMD5",21.3433,42.1037
"SGCD",13.0973,4.6213
"GTSF1",0.7511,0.3536
"DPY19L2P2",0.3126,0.4639
"ZNF16",5.7052,9.7999
"ARMC10",21.4983,44.4232
"RNF34",17.4194,32.4189
"ACYP2",10.3116,9.3859
"TRABD",14.5896,60.5697
"ATF7",29.4497,24.4798
"RASA4B",3.2804,1.173
"SOCS6",20.2471,40.0804
"CAVIN4",0.3427,0.6915
"OR10A3",0,0.1684
"ZNF296",1.2182,24.836
"OR5E1P",0,0.0963
"HOXB9",0.5278,0.5522
"TTLL6",0.0893,0.07
"POLH",10.0862,14.7302
"SYT9",0.0794,2.4866
"KCNS3",5.285,39.9484
"RBMXL2",0,0.0415
"KIF5B",237.7225,171.7108
"GPR37",0.6012,3.083
"AKAP13",43.196,33.1718
"TPD52L3",0,0
"CDCA4",7.9302,31.0282
"OR10A4",0,0
"SDR16C5",0.4394,14.9713
"DYDC1",0,0.1443
"OR10A2",0.0281,0.0166
"CHCHD7",10.8774,8.7935
"HTRA3",349.3222,70.7272
"FOXN2",35.3709,7.7989
"LMOD2",0.5108,0.0668
"BFSP2",0.0377,0.5776
"FSHR",0.024,0.0282
"CELP",0,0
"USP32",21.3831,21.5313
"CEL",0.4132,2.0949
"PPM1D",23.9043,11.6436
"GPR27",1.3203,21.5877
"AC093323.1",10.9777,31.2731
"PSG6",0,0
"KBTBD2",52.8794,46.5236
"RIOX2",13.3478,11.0273
"TRIAP1",40.0928,64.7123
"LILRP2",0.107,0
"LSM3",31.8094,43.3659
"KIAA0232",42.4443,59.4726
"MTSS1",24.6696,16.6071
"TMEM43",241.5665,102.0653
"RNF139",64.7434,47.72
"RPS9",329.7226,814.5866
"PLA2G1B",0,1.0013
"CYTL1",6.2107,4.8734
"TSEN34",21.3666,77.6896
"TRH",0.0953,0.3925
"GSTA4",35.4077,31.6921
"MSANTD4",14.6083,7.5137
"NDUFA3",30.7312,71.9098
"OSCAR",7.7506,4.7969
"PAQR8",13.5727,6.9504
"NUDT6",1.4286,2.5223
"TPT1-AS1",2.7826,4.5989
"OR7G3",0,0
"TANC2",6.3011,20.575
"OR7G2",0,0
"TEX13B",0,0
"PKHD1",0.0087,0.8034
"OR1M1",0.0293,0.0345
"NCBP2L",0.3283,2.0607
"DNAJC24",5.6048,6.6385
"MBD3L1",0,0
"ZNF160",17.6327,27.0778
"PGK2",0.0466,0
"OR8B12",0,0
"ZNF415",5.9984,17.0248
"CAVIN3",20.6018,8.2549
"CEACAM3",1.0866,0.3045
"DCDC1",0.098,1.6142
"HAS2",52.868,1.5157
"PDGFD",19.9231,27.428
"PLAC1",0.0398,4.0315
"DDI1",0,0.0349
"LINC00208",0,0
"S1PR1",134.1984,36.1263
"HS6ST2",0.8945,25.0888
"OR4D5",0,0.0815
"PYGO1",4.3285,1.7544
"LRRC8E",0.035,1.5876
"PKIA",3.4941,2.9344
"XKR6",0.3073,1.4939
"TSNARE1",9.053,24.8082
"FPR2",1.2133,0.197
"FPR1",12.825,11.7023
"PATE1",0,0
"OR13H1",0,0
"FEZ2",42.8794,21.1606
"SOX7",13.8928,2.9428
"C8orf74",0,0
"C11orf24",42.3841,46.3723
"FAM86JP",1.0837,3.4724
"ALK",0.5855,0.1209
"KYAT1",0.0212,0.3486
"MTM1",18.4291,31.3735
"SIGLEC17P",2.7938,3.719
"OBP2B",0.1336,35.3093
"TRMT61B",16.3862,28.3682
"INSR",47.5606,28.5791
"MFN1",29.5293,42.1133
"GIMAP8",63.3476,14.0336
"HSFX1",0.0386,0.2728
"NRTN",0.0684,2.656
"KCNMB3",0.8277,2.1472
"FUT3",0,9.6462
"KCNG3",0,0.0481
"ATP6V0E2",12.3897,48.4953
"PRKCE",5.8444,6.2349
"OR2K2",0.068,0
"JAGN1",74.8519,66.0265
"RLN3",0.1894,0
"TADA3",58.5309,107.744
"SOCS5",23.8026,20.7112
"C1GALT1C1",54.106,60.2775
"C9orf16",39.5906,104.1591
"MORN4",5.1622,15.3142
"ZNF672",21.5274,53.8734
"ZNF692",7.7782,78.1701
"NAIF1",7.7299,13.7829
"RBKS",3.0064,11.1818
"OR2M4",0,0.0301
"GRIK1",0.286,1.2835
"MUC7",0,0.5742
"OPRPN",0,42.584
"SMR3B",0,3.4851
"TMEM126A",54.9804,51.2005
"TMEM126B",43.9426,46.6969
"TRIM8",167.6907,120.73
"NETO2",0.8779,5.4426
"CSN3",0,0.9609
"CLDN20",0.3763,1.698
"CDC42BPG",0.418,63.891
"SCAND1",38.562,110.8994
"JUNB",349.1601,462.5711
"FAM241B",2.7524,33.719
"TMEM37",333.8144,3.9739
"UGT2B7",0,0.316
"LRG1",2.8346,185.5153
"SHCBP1",1.0684,3.2667
"SOSTDC1",0.3066,5.089
"NPTX1",0.162,2.314
"FAM98B",21.3185,24.5581
"ZNF439",1.7622,6.2738
"ZNF440",4.7358,9.5024
"GAA",95.1669,121.5254
"CANT1",38.0705,154.5532
"KCNK3",3.7776,2.1371
"ZDHHC16",23.2562,52.1909
"CHST11",12.4635,11.3701
"EXOSC1",12.4621,27.9892
"PGAM1",46.9921,48.9152
"CHD7",5.4713,8.8784
"ESCO2",0.3984,1.864
"KRT19",0.7466,5026.6178
"KRT15",0.0127,78.6094
"LURAP1",1.9276,2.0275
"KRT38",0,0
"CLCN5",5.7187,2.6877
"TPPP",31.099,9.4347
"KCND3",18.507,26.52
"APLN",3.34,3.0453
"KRTAP4-4",0,0
"KRT13",0,1.0111
"XAGE3",2.1399,0
"KRT9",0,0.311
"XAGE5",0,0
"PDE7B",8.1053,2.524
"MRPL36",28.539,48.3071
"ZNF581",22.8193,56.447
"NAT1",4.2824,301.5792
"KRT20",0.0396,0.0467
"GLOD5",0,2.9361
"KSR2",0,0.9071
"ZNF524",26.5755,61.321
"MCC",21.9256,19.7146
"KRT27",0.3372,0.0496
"ZBTB26",7.0182,15.8695
"CDK5R2",0,0.0358
"DSEL",11.9076,1.5701
"POLR1C",5.6891,14.5112
"ASXL1",29.0277,28.0965
"OR1L6",0,0
"DLK2",1.0513,7.4646
"ZNF562",6.2543,11.7345
"ZNF318",18.7788,19.4422
"ZNF561",15.2892,46.851
"WIPF2",32.4502,34.986
"HOPX",1.4574,4.5704
"SPACA5B",0,0.15
"OR1L3",0,0.1597
"SSX6P",0,0
"NLRP5",0,3.3496
"LRRC8C",25.3357,4.8952
"SPACA5",0,0.3658
"RSL1D1",86.2805,134.2463
"LRRC8D",14.285,35.0991
"MROH2B",0.0623,0.0147
"OR1L8",0.6369,0.6174
"PPID",40.0862,35.1207
"OR1N2",0,0
"COL24A1",0.7926,1.5299
"ETFDH",39.0723,24.3155
"OR1N1",0.0808,0
"RXFP1",0,0.0471
"LPAR3",0.0643,24.5606
"PTGER4",36.9747,9.1674
"TBCA",47.5839,71.8864
"NEUROD2",0.0364,0.1001
"MAP6",3.2889,4.7729
"OTP",0.0436,0.0257
"ECEL1",0.5857,3.2669
"BCL2L1",63.8712,144.4856
"FGG",0,0.0496
"FGA",0,0.0228
"OR2AT4",0,0
"FGB",0,0.0816
"PLRG1",37.1677,49.9941
"RAB4B-EGLN2",0,0
"ZNF584",8.5291,12.9558
"DSCAM",0,0.1661
"DNAI2",0.0794,0.2493
"NMUR1",7.6515,0.3602
"CLSTN1",97.1163,236.4495
"CXXC5",42.8617,172.3502
"ZNF274",9.1548,12.3393
"PIK3CD",13.3751,9.5697
"PTCRA",0.1943,0.3811
"SLC25A33",15.9709,10.8077
"ENC1",11.1707,26.8243
"SPSB1",108.009,50.9358
"P2RY6",7.0232,1.81
"BPTF",27.2904,27.611
"S100Z",0.0388,0.1827
"ZIK1",2.9796,1.9447
"GPR82",1.5998,0.4573
"NMRAL2P",0.808,0.2717
"GPR34",133.7106,18.2127
"SHANK2-AS3",0,0
"PLEKHG5",25.5216,25.0458
"ATF7IP",33.1871,31.8342
"LKAAEAR1",0.0874,0.617
"RGS19",25.1653,38.6865
"TCEA2",16.6616,35.1954
"DEFB4A",0,0
"ANO5",3.0678,2.5826
"HDAC3",26.5824,41.0656
"SPATA46",0.1231,3.1877
"GPHN",11.9297,13.8186
"VAT1L",1.9776,1.5445
"TMEM51",7.0479,34.9367
"CAMTA1",6.7003,18.8282
"LGALS4",0.7495,9.1421
"LRRC34",2.5872,0.7105
"PAH",0,0.4113
"SPATA5L1",9.3981,20.7835
"GATM",13.0455,8.1352
"SYCE1",0.0378,0.0445
"NXNL1",1.3217,0.1945
"RASGRP4",13.3971,2.4112
"NHLH1",0.0593,0.2094
"SLFNL1",0.1584,0.7455
"BCL2",38.9203,34.9325
"RHNO1",12.677,45.5395
"CTPS1",4.9586,12.4402
"UTF1",0,0
"KNDC1",0.0831,9.5744
"WDR87",0,0.0097
"METTL18",15.6479,23.0082
"CFAP46",0.078,2.3445
"COL8A2",49.0498,53.4696
"PWWP2B",23.0047,60.6955
"PCDHB1",0,0.0112
"ZNF540",1.9191,2.8694
"ANGPTL7",1.1593,2.5284
"FBXL14",19.4701,37.4129
"EXOSC10",32.7075,52.7104
"ZNF570",5.7305,5.8447
"NINJ2",15.4034,4.8376
"MLLT3",6.475,10.4267
"FAM90A1",0.8964,1.7232
"RRM2",1.7067,6.8554
"TRAPPC12",16.6216,26.5254
"IFNB1",0,0
"RPS21",421.4696,1012.1438
"C3AR1",86.3459,10.8151
"MRM3",13.7148,21.4934
"PTEN",59.4245,38.0441
"RPS7",151.9801,261.7631
"PRND",0.5143,0.8968
"RNASEH1",26.5828,21.98
"PRNP",207.7423,132.4004
"KLF17",0.072,2.4574
"ADRA1D",0.7068,0.3565
"FRMD5",0.034,0.5468
"AQP4",0.0255,0.6458
"MIR31HG",0,1.6482
"CYP4F11",0.2636,13.4538
"TLN2",80.085,15.7378
"LGALS9C",0.0479,0.3192
"TVP23B",15.8105,16.2016
"FBXW10",0.0173,0.061
"OR10H3",0,0
"ZNF217",39.1737,102.1081
"OR10H2",0,0.1715
"SRGAP2C",7.423,2.3485
"OR52A5",0,0
"SCG2",0.8828,3.5328
"ATPAF2",4.8479,12.0069
"CYP4F22",0.1452,92.6733
"FOXB1",0,0
"PPIH",5.5516,15.5388
"DRC3",1.6031,14.243
"ZNF57",0.0979,0.9218
"SHLD1",5.4141,6.5359
"C11orf40",0,0
"JMJD1C",43.1678,32.4495
"LDHAL6B",0.4778,0.1534
"SYNPO",301.6265,46.8109
"OR52P2P",0,0
"ZNF556",0.0346,1.2491
"MAL",0.5741,0.86
"ZNF554",3.2463,7.3735
"RAB33B",18.8696,15.1095
"THOP1",9.1252,31.8849
"ANKRD20A4P",0.2186,0.0198
"REG3A",0,0
"GAP43",3.1514,0.4226
"REG1B",0,0
"EPHX4",0.6741,1.5074
"LAMB2",438.0379,246.5757
"USP19",52.1803,80.7719
"QARS1",114.853,170.0478
"ORMDL3",173.8767,111.7843
"SERF1A",0.0502,0.0591
"KLF11",87.7337,26.0735
"LRRC15",4.4059,22.9829
"SMN1",3.1831,6.3693
"EIF2AK3",15.8903,25.9331
"TEX37",0,0
"MOB3A",68.9534,58.4848
"KRCC1",77.0663,86.6594
"NME6",11.9944,20.3895
"CYCS",42.7547,58.8156
"CD8B",0.2873,1.285
"SLFN12",9.8041,16.2041
"CALB2",290.7128,5.2997
"SLC9C1",0.0901,2.3544
"OR1A1",0,0
"OR7A2P",0,0
"OR1A2",0,0
"OR8I2",0,0.0884
"LCE1D",0,0
"CCL11",0,0.4441
"FRMD3",18.4612,3.0413
"SNTB1",16.1509,3.2187
"MTBP",1.1201,2.8083
"TEFM",4.1906,7.7364
"MRPL13",15.08,26.5711
"MALT1",13.8377,9.3872
"PRL",0.106,0
"ISG20",2.466,13.84
"HMGN1P35",0,0.4508
"OR4C11",0,0
"MBOAT1",14.2723,47.8991
"OR8U1",0,0
"ID4",47.383,18.4827
"OR4X2",0,0
"GPR22",0.0409,0.0241
"CXCR6",0.4018,2.4826
"CEBPB",103.5014,112.8442
"AZU1",0.1702,2.4543
"TPSAB1",45.7964,47.9829
"ATOH1",0,0
"PAIP1",56.8016,73.7528
"CLEC7A",6.4249,6.8806
"C5orf34",1.2866,3.4443
"C1QTNF4",1.5027,4.2322
"SERHL",0.24,0.9415
"NEGR1",19.8078,1.6219
"ZNF131",10.8904,15.5643
"MACROD2",1.3869,1.6558
"DPAGT1",23.8987,39.2017
"BSG",409.2544,570.9802
"HINFP",4.9539,10.9556
"PRYP4",0,0
"CDY1",0,0
"OR10V1",0,0
"CERS6",13.1497,50.2758
"CSPG4P4Y",0,0
"SPTLC3",5.9762,9.7347
"GOLGA2P3Y",0,0
"COPRS",115.9206,80.5182
"TP53RK",15.7379,32.872
"B3GALT1",0.3275,1.8223
"OR5A1",0,0
"CLEC12A",8.0118,1.5625
"OR5A2",0.008,0
"BPGM",33.7198,34.8377
"POP7",47.8634,119.1388
"ALG14",4.1766,4.9438
"SUCLG2",100.7332,103.3903
"CSPG4P3Y",0,0
"STARD5",0.5383,0.8871
"CSDC2",1.9192,10.0759
"RCAN2",36.4091,9.8443
"IL16",15.939,4.7381
"ABCG4",0.1217,0.1146
"CDY1B",0,0
"GNB2",242.5958,499.0651
"CFAP53",0.8315,6.704
"OR5B12",0,0
"OR5B2",0,0
"MCRIP2",5.0615,37.8436
"PDZD3",0.0991,0.1633
"C2CD2L",6.4675,17.1229
"OR9I1",0,0
"ARNT2",1.3526,58.0736
"GNG12",229.829,129.5586
"PRSS27",0.2946,4.8699
"MYOZ2",0.714,0.2801
"SYNPO2",61.0386,20.1409
"DNAJB7",0.0296,0.4524
"CLP1",19.6833,21.9076
"INSL5",0.1061,0.1248
"EFCAB3",0.0493,0.029
"TTC36",0.4509,12.4729
"RSPH9",0.5453,0.777
"COPS9",38.8655,225.1778
"GTPBP2",47.0622,62.2489
"FGGY",1.7441,5.0149
"OR9G4",0,0
"IL17D",11.8068,1.3682
"OR5AR1",0,0
"PRSS30P",0.2626,0.7586
"FUT9",0,0.2796
"OR5AP2",0,0
"TCEAL1",28.2299,76.9353
"ZNF24",38.9558,76.7915
"HSFY1",0,0
"MANEA",21.9169,13.0703
"RAB40A",0.2831,1.7105
"MAB21L4",0,31.7484
"AGXT",0.4608,0.0434
"OR8J1",0,0
"OR5T3",0,0
"AFF1",80.6928,65.5424
"ACOT12",0,0.0728
"FIBP",34.5846,69.9698
"CARNS1",1.2304,1.952
"OR10H5",0.0106,0
"BANP",3.7665,12.3584
"PPP1CA",60.9191,123.5736
"HCFC1",39.2332,81.322
"FAM170B",0.0536,0
"CTSW",5.9195,3.3781
"NIPAL4",0.0901,0.3818
"MUCL1",0.0382,47.1342
"SNTG2",1.3686,1.0739
"FNDC9",0,0
"PDE3A",9.5845,1.1871
"RASGRP1",1.3415,15.4097
"KLHL6",2.9634,4.4615
"CHCHD1",34.5669,95.6961
"MRPL52",17.7013,36.1691
"SMPDL3A",24.0184,24.1664
"RND1",1.7287,31.8094
"RAD9A",6.4573,20.0179
"EFEMP2",68.7366,36.1192
"OR10AD1",0.0581,0.0684
"AGAP5",0.0535,0.2836
"WASHC2C",35.8625,27.8329
"TMEM134",8.2628,39.8714
"ZMAT3",12.3233,11.9925
"ZFAND4",4.8178,8.3915
"THEMIS",0.6863,0.9321
"MOS",0,0
"ZNF738",2.5633,11.8856
"MS4A10",0.0328,0
"SLFN11",55.9805,18.9046
"FAM71D",0.0337,0.0793
"CCL19",55.6234,40.7599
"CORO1B",49.0839,130.1394
"FUT10",7.0995,5.8778
"LRRC20",6.2758,9.1841
"MUS81",12.6109,32.8485
"PURG",0.5027,0.7101
"TMEM217",0.498,1.572
"OR4D9",0,0
"RPL12P13",0.4577,0.3592
"ZNF596",2.8273,4.1895
"COL6A5",0,0.0279
"CFL1",213.5717,383.1546
"TMCC1",24.4233,29.4596
"NAA16",7.3677,14.0073
"OR5B3",0,0
"EFCAB12",0.4284,3.0367
"OR10W1",0,0
"PSME3IP1",54.4451,54.3093
"RAB43",1.0788,2.0208
"FADS6",0,0.0312
"CBWD1",2.1353,3.8424
"HOXC5",0.5882,0.9395
"RAB37",2.6165,3.9595
"DCP2",9.91,23.6896
"ZBTB8OSP2",0,0.1771
"SNX32",0.7236,1.1355
"RPL38",163.4682,243.945
"CYP7B1",12.88,7.5741
"OVOL1",0,12.3921
"RARG",25.5585,59.1733
"CES4A",1.3066,8.5709
"CES3",1.0464,1.1411
"SSH3",32.6136,151.6934
"CES2",31.9481,30.6875
"PDP2",20.3727,7.0188
"SP3",25.7662,31.115
"KRT2",0.0295,0.3474
"DMXL1",23.2597,17.3423
"METAP1D",6.2997,10.1581
"ZNF621",14.8307,23.5741
"EGFL7",124.1887,56.4987
"NADSYN1",9.475,26.964
"DHCR7",20.2968,108.5975
"ACTE1P",0,0.0511
"LVRN",28.7514,0.2825
"COX6B1P3",0,0
"NBEA",6.1369,8.4483
"RNASEH2C",13.6199,16.013
"MYEOV",9.35,2.3106
"ANKRD13D",14.1236,42.5671
"MRGPRF",43.7033,7.386
"MYD88",54.5217,73.28
"MRGPRD",0.0785,0.1848
"OXSR1",50.7506,41.4598
"SLC22A13",0.1012,0.2085
"PHF8",13.4339,49.1417
"LCLAT1",4.4892,8.5255
"ADH6",0.2929,0.1622
"MIR4435-2HG",2.1378,1.6531
"XKR3",0.1795,0.0528
"FRG2C",0,0.1289
"UNC93B3",0.6623,0.6496
"VDAC2P5",2.4101,1.5197
"KAT5",11.1148,16.4784
"SH3RF3",17.3899,3.5414
"GXYLT2",13.0745,11.2449
"HPSE2",1.7496,2.665
"DCAKD",56.0849,70.5167
"ARPP21",0.0827,1.2382
"TADA2B",25.1379,50.581
"CCDC96",1.6554,12.1053
"GRK2",52.4463,88.0934
"RELA",65.9695,98.0689
"EVC2",12.0896,3.3262
"ZNF680",5.85,19.6778
"HECTD4",15.0821,24.4053
"FAM222B",17.6722,34.2521
"BNC2",10.3531,2.7028
"DELEC1",0.0798,0.1611
"RXFP4",0.2092,0.1231
"HPSE",7.5719,1.1616
"COQ2",10.798,9.7815
"CCDC63",0,0
"HSPA6",7.6315,6.102
"TRMT112",201.1624,328.0568
"LRRN3",11.6439,0.8292
"KDM2A",44.8376,66.265
"ACSM6",0.054,0.159
"ADCK5",5.863,27.799
"MRPL57",33.7221,91.0948
"NOC3L",17.9728,21.9941
"ESRRA",28.6114,37.7057
"RHOD",23.5447,100.1252
"ADAMTS20",0,0.0475
"COMMD1",25.9326,36.6055
"RAPH1",3.2102,5.8751
"MTX1",13.8108,26.6843
"ADCY5",32.6897,7.4734
"PARP14",32.9118,23.804
"CYSLTR1",7.5328,13.6922
"PARP15",4.1645,1.9053
"CKS1B",22.7173,27.7304
"ABCD2",15.8537,0.298
"AHSA2P",14.5436,39.7196
"ABLIM3",83.7042,45.8079
"MAB21L3",0.2329,0.795
"TUBB8B",0,1.3118
"MFSD4B",1.6908,3.6147
"VANGL1",12.6429,20.2788
"GLRX",23.4229,11.9935
"IQCB1",14.6395,35.5152
"SYT12",1.3874,26.4834
"GOLGB1",63.8231,88.3008
"TERF1P1",0,0.1512
"C11orf86",0.1278,0
"LIPM",0,0.0591
"GPR151",0,0
"DMRT2",7.7749,0.351
"ZNF483",1.4193,3.149
"PLAC8L1",0.4698,0.7834
"SLC2A14",0.0272,1.1367
"GPR137",16.3034,45.0918
"SNCG",588.9603,72.2381
"MMRN2",182.1556,33.4316
"MZT2A",7.5124,86.4477
"TNKS",16.8789,18.4828
"ZNF449",9.0467,7.7107
"ZBTB21",16.282,11.9348
"PPP1R3B",45.5285,72.9542
"OR10K1",0,0
"FAM86B3P",0.9343,6.2681
"GPR148",0,0
"STOX2",3.136,1.7121
"MAP3K11",27.5963,38.616
"TRIB1",63.8997,103.1269
"CST9",0,2.8422
"KCNK7",0.767,0.7335
"SFT2D3",0,0
"AC007967.1",0,0
"AC097637.1",0,0
"C1QB",1234.6639,164.8726
"C1QA",1256.3301,170.5377
"NDNF",8.3409,4.2717
"IQCF1",0,0.117
"OLR1",1.3643,9.2847
"GLIPR1L1",1.3451,2.045
"DAG1",93.1113,158.9097
"INSM1",0.6395,3.6693
"DAB1",0.5925,0.26
"ARV1",23.6954,62.9623
"NAA20",58.7683,100.0552
"IHO1",6.7539,0.7208
"RNASE8",0,0
"SAA1",1585.0021,236.7173
"MICOS10",6.9605,7.5575
"EHBP1L1",48.8805,49.0756
"THAP2",2.9667,3.4238
"TMEM196",0.0177,0
"RNF26",39.265,43.6178
"PPP1R14B",73.5912,139.4291
"RNASE11",0,0
"ZNRD2",22.351,40.3864
"AGR3",0,573.4687
"SMARCC1",36.8718,111.2541
"ZNF417",6.0511,8.797
"PTPRM",90.8915,20.7453
"FKBP2",0.1091,1.0274
"VEGFB",492.6021,110.3695
"PEAK1",26.4585,6.9939
"TNFRSF10D",7.4009,4.4944
"MST1",1.2977,14.5015
"TNFRSF10C",2.0615,10.2832
"GMPPB",7.8843,22.8121
"MOB1B",13.4759,15.902
"ZNF622",52.9094,68.0794
"CSPG4",77.5154,12.7801
"SNX33",55.2774,30.4064
"FAM166C",0.0303,1.9249
"NABP1",4.7955,3.9747
"ADGRF3",0.3686,0.9141
"NLRP13",0,1.2217
"CHD2",21.4018,39.2125
"XCR1",0.3377,0.7258
"CCDC106",14.3883,39.2411
"CCR9",0,0.0636
"CEP83",4.2391,11.6679
"SULT1B1",1.0865,0.1107
"NUDT4",18.563,22.655
"PC",90.3819,34.9959
"UGT2A1",0,0
"SCAI",4.1069,4.6764
"GPRC6A",0,0
"NMNAT1",9.0143,9.4677
"LRFN4",13.0932,16.394
"TRAPPC3L",0.1339,0
"APOBEC4",0,0.0642
"SLC19A1",6.7227,9.7399
"HSPB7",388.7564,2.6276
"RCE1",16.6523,28.2848
"UQCRH",146.2359,195.8177
"TAS1R1",0.0823,0.3875
"HES3",0,0
"EIF1AX",78.3062,81.3092
"SPDYE2B",0.0366,0.3877
"OR1L1",0,0
"BCLAF3",7.8117,12.8558
"PSMD1",29.68,25.0279
"ADGRG2",10.5644,0.3954
"SPATA3",0,0.0313
"MUC13",0.1084,0.0255
"SUSD5",8.9971,1.7843
"HEG1",121.5494,23.4606
"WFIKKN2",0.3592,0.4463
"C11orf80",4.8918,19.7795
"TOMM20",179.236,365.0207
"AP000769.1",2.9956,2.8711
"C1orf100",0.2635,0.7755
"AGFG1",64.5762,40.6554
"STAT5B",138.4723,104.1183
"CD7",1.6876,3.5168
"TOPAZ1",0,0
"CNP",46.1561,54.0016
"JUP",58.6158,509.8363
"HAP1",0.0122,2.8686
"TDRD12",0.0216,0.1779
"PPIAP7",0,0
"CCDC13-AS1",0.256,0.6779
"EIF1",590.8767,420.8809
"ENDOV",4.4853,16.9578
"RNF213",34.0914,36.2429
"TIGD3",0.187,2.0686
"KCNH6",0,0.0848
"MARCHF10",0.0462,0.4717
