"","00063026-2a67-41de-b105-f80dca277978","00a26384-1b1c-4db4-9664-75fb9b3febdb"
"AC096636.1",0,0
"AC073592.6",0,0.2151
"AL353662.2",0,0
"AC127024.7",0.3792,0.8926
"AC100788.2",0.0787,0.1545
"AC090617.7",0,0
"AP000756.1",0,0.0695
"AP000866.6",1.3349,1.5711
"AC127071.2",0,0
"AC007342.6",0.1169,0.2065
"Z98885.3",0.3884,0.9652
"AC021945.1",0.5515,0.7032
"AC012513.3",9.4611,3.4589
"AC092692.1",0,0
"AC006557.6",0.5266,0
"AP001324.3",0.2124,0.0625
"AC090373.1",0,0
"AC007610.4",0.2855,0.9661
"AC007224.2",0.1487,2.4502
"AP002833.3",0,0
"AL359195.2",0,0.0607
"AC007546.2",0.2106,0.4959
"AC079331.1",0.1896,0.1488
"AC114546.3",0,0
"AP000695.3",0.2402,0
"AC120349.2",0,0
"AC102797.2",0,0
"AL031123.3",0.2064,2.6238
"AC046185.3",1.663,2.1042
"AC004777.1",0.2642,0.933
"AC137723.1",0.3811,1.5698
"AC027228.3",0.1797,0.282
"AC244517.7",3.0485,1.5698
"AC092435.4",0,0
"AC003973.2",0.0537,0
"AC009159.4",0,0.1318
"AC024595.1",0,0
"CR392039.2",0,6.1254
"AC018665.1",2.1714,27.9171
"AC080188.2",0.7097,3.5798
"AC021106.2",1.4281,2.5214
"AC011474.4",0,0
"AC073578.3",0,0
"AF127577.6",0.2077,0.4074
"AC116456.2",0.0343,0
"AL158801.4",2.7724,0.9597
"AL139005.1",0.1391,0.6005
"AC015871.4",0,0.1185
"OR5L1",0,0
"AC018445.2",0,0
"AL078596.1",0,0
"AL356095.2",0,0
"AC008957.3",2.6382,1.274
"AL133383.2",0,0
"AL078595.3",0,0
"AC008739.6",0.0391,0.0461
"AC004696.2",0.4582,0
"AL359183.1",1.2805,1.549
"AC007191.1",1.2913,5.3345
"AC135068.4",0,0
"AC020658.6",0,0.0955
"AC099494.1",0,0
"AC090643.2",0,0
"AC020763.3",0.4439,0.6762
"AC112497.2",2.2548,9.0793
"CDRT15P9",0,3.1564
"AC099494.2",2.9464,0.8214
"AC099689.3",0,0.0686
"AC019322.4",0,0
"LINC00244",0.1237,0.728
"AC004925.1",0.1681,0.033
"AC138627.2",0,0
"AC067863.2",0,0.7316
"AC231657.1",0.191,1.5738
"AL445363.3",0.113,0
"AC092279.2",0.5543,4.8522
"AC243312.1",0,0
"AC007490.1",0,0
"AC087164.2",0.0485,0
"AC004009.2",0,0
"AL590560.4",2.9609,0
"AC011840.5",0.2486,0.2926
"AC015799.1",0.0243,0.2573
"AC018529.3",0.0336,0
"AL049776.1",0.6366,1.2342
"Z82170.1",0,0
"AP001002.2",0,0
"AC105114.1",0,0
"AL008638.3",0,0
"Z92544.2",0,0
"AP000542.2",0,0
"AL513497.1",0.1456,2.1425
"AC135584.1",1.8218,0
"AC135068.5",0,0
"AC005915.1",0,0
"AL118508.3",0.8383,0.6072
"AC112200.1",0,0
"AC006277.1",0.3297,1.8849
"Z99129.4",28.5267,14.2956
"AP003499.5",0,0
"AC117500.5",0,0
"AL353763.1",2.2358,1.6448
"WASH9P",1.8999,10.3504
"AC244230.1",0,0
"AP001271.2",0,0.3442
"AC112243.1",0.0197,0
"AC005480.2",0,3.5702
"AC093028.1",0,0
"AL159972.1",0.1693,0.3985
"AC096720.2",0.2777,0.3268
"AC090950.2",0.2298,0
"AC073911.1",0,0.1907
"AP000350.8",0.0378,0.1778
"AC109454.4",0.8179,1.2378
"AC091903.1",0,0
"AC244517.8",0,0
"AC125437.2",0,0.0412
"AC087894.2",0,0
"AC092139.2",0,0
"CU634019.4",0,0
"AC127071.3",0,0
"AP005205.3",0,0
"AC138466.4",0,0
"AC104791.2",0.03,0.3888
"AC007683.3",0,0.125
"AC090498.1",172.8977,1516.1641
"KLHL30-AS1",0.3418,0.0862
"AC016734.1",0.1101,0
"OR2AG1",0.0325,0
"AC004623.1",0.1426,0.3777
"AL355377.2",0,0.051
"AC109446.3",0.1376,0
"AP003733.3",0.3128,1.3675
"FP565260.4",0,0
"AL117328.2",0.1564,0.046
"AL928654.4",2.6379,3.8186
"AP003784.1",0.0434,0
"AL356121.2",0,0
"AL157770.1",0.5182,0.2033
"AC108704.2",1.1145,2.3383
"CR392039.3",0,1.966
"AC016542.2",0,0
"AL353649.1",0,0
"AD001527.2",0,0
"AC022513.1",0,0
"AC112484.4",0,0
"AC007494.3",0,0.1201
"AL356274.2",0,0
"AC011755.1",0,0.1307
"AL157902.2",0.1017,0.4188
"OR4C16",0,0
"FAM230C",0.0299,0
"AC083843.3",0.4857,4.1239
"AC007382.1",0,0
"AC093525.8",2.4298,6.8505
"AL359396.2",0,0
"AC040168.2",0,0
"AC002451.2",0,0
"AC011239.2",1.0186,0.8992
"AC073592.7",0,0
"AC115618.3",0,0
"AC008764.8",0.5861,2.3981
"AC092881.1",0.7214,1.535
"AC022140.2",0,0
"AC002094.5",0.1206,1.2771
"AP001340.1",0,0
"AC093458.2",0,2.1285
"AC020658.7",0,0
"AC006486.2",0.2759,1.2989
"AC005261.5",0.164,0.1931
"AC015908.5",0,0
"AC129908.1",0,0
"AL133243.4",0.0488,0.201
"AL022323.4",0,0
"AP000437.1",0.0727,1.113
"AL359757.1",0,0
"AC025263.3",0,0
"AC130448.2",0,0
"AC091181.1",0,0.6807
"AC010435.1",0.0644,0.0758
"AC244517.9",0,0
"AC104820.1",0,0
"AL845472.1",0.1115,2.7551
"AC090617.8",0,0
"AL121835.2",0.0217,0.0765
"AC005703.4",0,0
"AC093525.9",0.1737,0.869
"AC020763.4",0.1091,0.3211
"AC099804.1",0.2124,0.125
"AL162426.1",0.2041,0.1201
"AC021683.4",0,0
"AC134407.2",0,0.2707
"AL583859.2",0,0
"AC004899.2",0,0
"LINC01666",0,0.1056
"AC073862.2",1.5145,0
"AC009086.2",1.0532,2.4793
"AC005593.1",0.1472,0.3466
"AL109653.2",0,0
"AP000711.1",0,0
"AC006963.1",0.1442,0.7636
"AC087762.2",0.0201,0.071
"AC079416.3",0.3178,0.1496
"AC005786.4",0,0.1309
"AC002044.2",0.2345,0
"AC010653.2",0,0
"AL132642.2",0,0
"AL049780.3",0.479,0.5075
"AC126335.2",0.0164,0
"AL031593.1",0,0
"AC009948.3",0.0172,0.0203
"AC005514.1",1.0937,0
"AC015804.1",0.1743,0
"AC005052.1",0,0.1433
"AC109326.1",1.4351,0.473
"AP000720.2",0.0986,0
"AC092723.2",0,0
"AC067930.5",0.1073,0.3428
"AC006600.2",0,0.0356
"AL358613.2",0,0
"AL353795.3",0.0798,0.1252
"AL158070.2",0,0
"C20orf181",0,0
"AC012313.10",0.0819,1.9278
"AC124283.5",0.0838,0.4441
"CR381572.2",0,0
"AL096817.1",0.0427,0
"AC005796.1",0,0
"AC020907.5",0.235,0.2766
"AC099494.3",0,0.0518
"AC020978.8",0,0
"AC025280.2",0.2224,0.0872
"AL359697.1",0.2584,3.8014
"AL591122.1",0,0
"DUX4L28",0,0
"AC131280.1",0.025,0.0147
"AC048380.3",0.0953,0.1121
"AC190387.1",0,0
"AL158211.5",1.8973,5.9197
"AP003108.4",0.1727,0.1017
"AL137918.1",0,0.1393
"AC091895.1",0,0
"LINC00216",0.4714,1.3476
"AC018445.3",0.156,0
"AC008873.1",0,0
"AC135068.6",0,0
"AC138466.5",0.2816,0.2209
"AC120057.3",0.2348,0.7737
"AL023973.1",0,0.144
"CU633904.2",0,0
"AP000432.2",0,0
"AC020978.9",3.4775,1.0233
"AC073912.3",0,0
"Z82217.1",0.0651,0.0548
"AC004678.2",0.0757,0.6235
"AC004009.3",0,0
"AL132780.4",1.2694,0.1573
"AL161901.1",0,0
"AC110491.2",0.1174,0
"AL451064.2",0.3668,0.7015
"AC005703.5",0.6277,0.2015
"AC131649.2",0.82,12.1649
"AC104623.2",0.0189,0.0223
"AC012100.3",0,0
"AC116553.2",0,0
"AL603839.4",0.2264,0.7105
"AC024610.2",0,0
"AC079801.1",0.3909,0
"AL359922.3",0.0908,0.1603
"AC106754.2",0,0
"AP006621.5",10.0533,19.9044
"AC092919.2",0.3227,3.2013
"AC123769.1",0,0
"AC080100.1",0.0566,0.3166
"AC011483.3",0,0
"AL162377.2",0.225,0
"AC090386.2",0,0
"AC091925.2",0,0
"AC092135.2",0,0
"AC120338.1",0,0.0579
"AC090517.3",0,0
"AP003969.2",0,0.0785
"MAPT-IT1",0,3.7289
"AC142391.1",0,0
"FP565260.5",0,0
"AQP7P3",1.3841,0
"AC022400.7",0.1896,0.2232
"AP000280.2",0,0
"AC113410.3",0,0
"AC110285.6",0.5924,0.7554
"AC099521.2",0,0.243
"AC011270.2",0,0.49
"AL359757.2",0,0
"AP001273.1",0.6015,1.0761
"AP003400.5",0,0
"AC027335.2",0,0
"AC004264.2",0.2619,0.668
"AC131212.2",1.2872,4.8086
"AP003497.2",0,0.1846
"AL356266.1",0,0
"AC017037.3",0,0
"AC148477.8",0,0
"AC092701.1",0,0
"AL353608.4",0,0
"AC120349.3",0.1434,0.3375
"AC133637.1",0,0
"CU633906.3",0,0
"AP004782.1",0.1767,0.026
"FP325330.3",0,0.0094
"AC080038.3",0.4273,0.503
"Z95114.2",0,0
"AL161912.4",0,0
"AC006128.1",1.4609,8.4903
"AC005336.3",0,1.6992
"SNX18P12",0.3996,0.1176
"AC015871.5",0,0
"SOWAHCP2",1.665,8.3733
"AC018737.2",0,0
"AC007342.7",2.9204,1.5277
"AC005086.3",0,0
"AL391005.1",0.0623,0.0367
"AC005609.5",0,0.0531
"LINC02033",0.3385,0.1328
"CU638689.2",0,0
"AC092326.1",0,0
"KMT5AP1",0.1285,0.3026
"AC027279.3",0,0
"AP001642.1",0,0
"AC090506.2",0,0
"AC124312.4",0,0.4271
"AC112204.3",0,0
"AL022311.1",0.1601,0.5792
"AC011369.2",0,0
"AC007342.8",0,3.8177
"AP000974.1",0.1588,0.8226
"AC002090.1",0,0
"AC132938.5",1.2371,2.2651
"AC092850.1",0,0
"AC130456.6",0,0
"AC008764.9",0.3935,0.9264
"AC093875.1",0,0
"AC239585.2",0,0
"FP475955.2",0,0
"AC011389.2",0,0
"AC011558.1",0,0
"AL162376.1",0,0
"AC091905.3",0,0
"AC012317.2",0.0337,0
"AC132068.1",0,0
"AC105339.5",0,0.4844
"AC118344.2",2.6418,3.9336
"OR5D13",0,0
"AC005899.8",0.0879,0.2329
"AC009102.3",0.0509,0
"AC013394.1",0.0801,0.5279
"AC067931.1",0.226,0.6651
"CU639417.2",0,0
"LINC00552",0.0294,0.0692
"AP000997.4",0,0.0397
"AC026422.1",0.1678,0
"AL050303.3",0,0
"AL590483.3",0,0.0748
"AC004585.2",0,0
"AL445437.1",0.6141,0.0867
"AC009039.2",0,0
"AC138907.9",0,0
"AC079336.6",0.3711,0.2912
"PPIAL4F",0,0.1137
"AC018692.2",0,0
"FP236315.3",0,0
"AC008267.7",0.0635,0.0748
"AC105235.1",0.0418,0
"CU638689.3",0,0
"AC120114.3",2.0738,13.9132
"AL590552.1",0,0
"AC018892.3",0.1214,0.1786
"AC015909.5",0.0335,0.1182
"AP000676.3",0.1333,0
"AC024580.1",2.5877,7.8132
"AC138907.10",0,0
"AL133384.2",0,0
"LINC02339",0,0
"AC018659.8",0,1.7477
"AC006077.2",1.1615,6.2499
"BCLAF1P2",0.2325,0.1368
"AC111170.3",0.0616,0.1811
"AC009090.5",0.1327,0.1562
"PRAMEF18",0,0
"Z95114.3",4.6581,0.3252
"AC018629.1",0.0437,14.499
"AC011472.5",1.3435,2.6355
"AC005538.2",0,0
"AL109924.3",0,0.1332
"AC093330.2",0.6828,0.0223
"AC120057.4",0.9848,1.1592
"CR392000.1",0,0
"AC010997.6",0,0
"AC020763.5",0,0
"AC073911.2",0.1202,0.5658
"AP002991.1",0,0
"AL390318.1",0,0
"AC145098.2",0.7518,1.0324
"AC016397.2",0.382,0.0899
"AC003957.1",0.2837,0.0334
"AC136469.2",0.0738,0
"AC015959.1",0,0
"AL031846.2",3.0366,2.553
"AC068870.3",0.2093,0.0352
"AL121785.1",0,0
"AP002967.1",0,0
"AC112694.2",0.6912,2.673
"AL356273.3",1.3725,0.6282
"AL512383.1",0.0283,0
"AC004801.7",0,0
"AC092135.3",0.2054,0.2418
"AC007603.2",0,0
"AC096656.1",0,0
"AC097372.2",0.9764,0.5746
"AC015660.4",0,0.1583
"C8orf87",0,0
"AL008638.4",0,0
"CR382287.1",0,0
"AC083964.2",0.1266,0.149
"AC004453.2",0.2818,0.1658
"AC005618.2",0,0
"AC106733.1",0,0
"AC068880.4",0.4596,0.1803
"AC093323.2",0.1554,0
"AC008568.2",0,0
"AC073548.1",1.4103,5.2169
"AC092964.1",0.0542,0.0638
"AC069547.1",2.056,4.3896
"NCOR1P4",0,0
"AC006511.3",1.2334,1.4517
"AC022418.1",0,0
"AC006435.4",0,0
"LINC01126",0.6911,2.0606
"AC064859.1",0,0
"AC074029.4",0,0
"AC079248.2",0,0
"AP003108.5",0.5931,10.5711
"AC091152.4",0.1959,0.205
"AC134407.3",0.1064,0.7511
"AC041040.1",0.2877,0.2771
"AC112702.1",0,0
"AC010480.1",0.1109,0
"AC010894.4",0,0.2816
"AP005060.1",0.0239,0.0281
"AC087645.3",0,0
"AC046158.4",0.1126,0.0663
"AC012183.1",0,0
"FLJ42393",0.3007,0.2359
"Z73965.1",0.1981,0.8549
"CU633904.3",0,0
"BIRC6-AS2",0,0.5861
"AP001767.3",1.8455,4.9367
"AC092117.2",0.0914,0.3766
"SLC7A2-IT1",0.1277,1.0518
"AC068057.2",0,0
"AC063926.3",0.0268,0
"AC018695.7",0.0609,0.0358
"AC026748.3",0.0467,1.4277
"AL731532.1",0,0
"AC068448.1",0,0
"AP001962.1",0,0.1597
"AL008638.5",0,0
"AC079331.2",0.0596,0.0351
"AC006840.1",0,0
"AC068880.5",0,0
"LINC01651",0,0
"AC022417.1",1.2222,0.6165
"AL356585.4",0,0
"AC144522.1",0.0915,0
"AL138831.3",0.4161,4.8362
"Z95114.4",0,0
"FO538757.1",0,0
"AL354796.1",0,0.0457
"AL032819.2",0.2806,2.6835
"AC073593.1",0,0.2172
"AP006248.3",0,0.3892
"AL031595.1",0.0322,0.0569
"AL353611.2",0,0.1232
"AC008806.1",0,0.1096
"AC025034.2",0,0
"AC073862.3",0.6902,0.0542
"AL353597.3",0,0.2383
"FLJ38576",0.2775,0.2178
"AC013489.3",0,0
"AC244034.3",0,0
"AC008895.1",0.4627,0.817
"AC022784.6",0,0.3193
"AL138688.2",0,0.059
"AC068787.1",0,0
"AC117503.3",0.2674,0.5665
"BX324167.2",0,0.7806
"AC129778.1",0.0824,0
"AC073082.1",0,0
"AC110769.3",0,0.0761
"AC019278.1",0,0
"AC024580.2",0,0
"AL137783.1",0,0
"OR5R1",0,0
"AP001525.1",0,0
"AC009949.1",0.0414,0.0488
"AL390755.2",0.0374,0.8807
"AC008626.2",0,0
"FP671120.5",0,0
"CCDC28A-AS1",0.5067,1.0139
"AC023024.2",3.3103,3.1349
"AC020910.7",0.104,0.1224
"AL356596.1",0,0
"CU104787.1",0,0
"AC073862.4",0.3552,0
"AC008764.10",0,0
"AC012629.4",0,0
"AC018445.4",0.0993,0.039
"AL162274.3",0.2439,0.6603
"AC244517.10",0,0
"AC008498.2",0.0653,0
"AC008103.1",0,0
"AC011815.3",4.8097,8.1142
"RPSAP68",0,0
"AC009044.1",0,0
"AC078925.3",0.0607,0
"AC017037.4",0,0
"AC139792.3",0,0
"AC004491.1",0.0806,0
"AC133485.6",0,0
"FP475955.3",0,0
"AC009135.2",0.0429,0
"AC078925.4",0.1767,0
"AC097637.2",0.0759,0.0447
"AC005086.4",0,0
"AC079298.2",0,0
"AC008079.1",0.1227,0.2626
"AC020923.1",0,0
"AP001350.2",0.5545,0.6527
"AL031595.2",0.0159,0.0187
"RPL23AP61",0,0.3831
"CU639417.3",0,0
"AC243960.10",0,0.2525
"AC024023.1",0,0
"AC091905.4",0,0.4419
"AC112200.2",0,0
"CU634019.5",0,0
"CU633906.4",0.0741,0
"AC116407.3",0.2687,1.1068
"OR51F1",0,0
"AC126544.1",2.8349,0.5958
"AD000813.1",0.0911,0.1073
"AC048347.1",0,0
"AL008638.6",0.0178,0
"AC005618.3",0,0
"AC007342.9",0,4.8334
"AC007431.3",0,0
"AC244517.11",0.0496,0
"AP002800.1",0.1363,0.7622
"AC116407.4",0.6433,0.673
"AC011676.5",0.114,0.1007
"AC020661.4",0,0
"AC092653.2",0.4435,0.348
"DNM1P41",0.0226,0
"RN7SKP23",0.5642,2.1998
"AC095031.1",0.3385,0
"AC022336.3",0.2291,0.1798
"AC118282.4",0,0.1043
"AC099506.2",0,0
"AC104581.4",0.4566,1.8249
"AC091825.3",3.4719,1.7368
"AC012409.5",0.0221,0
"AC079597.1",0,0
"AC079456.1",0,0
"AC011199.1",0.0677,0.1062
"AC004241.5",0.8364,0.5105
"TMEM75",0,0.371
"AC097520.1",0,0
"AL022069.2",0.2549,1.0501
"AL117378.2",0,0
"AC093831.2",0,0
"AL512506.2",0.1656,0.1949
"AC011504.1",0,0
"AL031719.1",0.0879,0.621
"AC012676.5",5.8183,9.8615
"AC130304.1",0,0
"AC023818.1",1.0532,6.3533
"AC138965.2",0,0.3585
"AC127024.8",0.1086,1.1935
"AL049833.3",0.0203,0
"GATD3B",0.5637,1.8463
"AL157996.1",2.9357,2.1353
"AL353763.2",2.7097,7.739
"AC016526.3",0.0386,0.0908
"AC011447.7",0.62,2.7507
"TBC1D22A-AS1",0.0389,0.0457
"LINC01667",0.1819,0
"AF246928.1",0,0
"AC079777.1",0.2718,0.1371
"AP001002.3",0,0
"AC026887.1",0,0
"AC011481.3",0.1762,0.1596
"AC126474.2",18.2431,20.9624
"AP000590.1",0,0
"OR8B4",0,0
"AC020895.2",0,0
"AC002044.3",0,0
"AP002791.1",0,0
"OR1B1",0.0762,0
"CU639417.4",0,0
"AC015967.2",0,0
"AC073592.8",0.8904,1.7467
"AC011155.1",0,0
"AL603750.1",3.7982,7.1738
"AC007792.1",1.5091,0.6661
"AC010608.3",0,0
"AC009487.3",0,0
"AC008555.6",3.113,3.1701
"AL022393.1",0.5878,0.2661
"AJ239318.1",0,0
"PLAC4",0.0789,0.0253
"AC087893.3",0,0
"AL357140.3",0,0.09
"AL021920.2",0,0.0661
"AC136603.1",0,0
"AC231657.2",0.8921,0.7
"AC122688.4",0,0
"AC090983.1",0,0
"AC093642.3",0.0473,12.8358
"AC073857.1",2.8779,6.4359
"AC010335.3",0,0
"AC016168.3",0,0
"AP003485.2",0,0
"AC005252.2",0,0
"AC069542.2",0,0
"AL662795.2",8.1439,18.4244
"AL132780.5",0.14,0.4943
"AC027348.2",0,0
"AC026471.6",0.9156,1.8741
"AL731532.2",0,0
"AL096816.1",0.2337,0.8253
"AC240565.2",0,0.13
"AC116348.4",0,0
"AC027290.2",0.642,2.2718
"AC010297.1",0,0
"AC098679.3",0.2656,0.4689
"AL357562.1",0,0
"AP000892.4",0,0.0335
"AC073308.1",0,0
"CU638689.4",0.081,0.0119
"AC084026.3",0,0
"AL049844.3",0,0
"AC004877.2",1.7724,8.0465
"AC148477.9",0,0
"AC009078.3",0.7799,1.0053
"AC133065.3",0,0
"AC073255.1",0,0
"AL021408.2",0.0982,0
"AL359510.2",0.1349,1.7859
"AC016583.1",0.3119,0.2203
"AC135050.7",0.1368,0.2817
"AC022413.1",2.0037,1.2699
"AL136531.3",0.2695,0.0976
"AC040160.2",0.3169,0.373
"CU638689.5",0,0.0865
"PCDH20",0,0
"AC016542.3",0.1225,0.1442
"AP000943.3",0.6372,0
"AC005274.1",0.2837,0.779
"AL136526.1",0.1721,0.1621
"AC010329.5",0,0.2053
"FP475955.4",0.1524,0.1346
"AC104447.1",2.1779,3.9081
"AC012486.1",0,0
"AC004408.2",0,0
"CU639417.5",0,0.0225
"AC023824.6",0,0
"AC025262.1",0.1436,0.2536
"AC131888.1",0.035,0
"AC067852.4",0.2835,0.1668
"AL023806.3",0.2524,0.3631
"AC091932.3",0,0
"AL359258.3",0.2277,0.3446
"AC022107.1",1.6912,4.8176
"AC007614.2",0,0
"AC027279.4",0,0
"LINC01669",0,0
"AC132219.2",1.0428,1.8795
"AD000864.1",0.0991,0.4278
"AC245140.2",0.8995,5.2477
"AC055717.3",0,0
"C18orf12",0,0
"AC087163.2",0.2167,1.4026
"Z82202.1",0,0
"AC073862.5",0.6734,0.0881
"AP003400.6",0,0
"AC005831.1",4.7814,36.5545
"OR1S1",0,0
"AC009716.2",0,0.0711
"AC026401.3",7.4801,35.4191
"AC106795.5",0,0.1966
"GGT4P",0,0.3135
"AC106886.4",0.3031,1.3556
"AC012254.5",0.9519,1.6806
"UCKL1-AS1",0.7158,2.0815
"AC027682.7",0,1.3466
"AC021613.2",0,0
"AL022326.2",3.1752,3.7373
"AC126564.1",0.226,0.1774
"AC093908.1",0.5248,0.7501
"AL157414.3",0,0.0457
"AL365209.1",0.1523,0.1241
"AL645820.1",0,0
"AL008636.1",0,0
"AC237221.2",0,0
"AC079416.4",0,0
"AC079753.1",0,0.0692
"AL161658.1",0,0.1815
"AL031719.2",0.7966,3.9378
"AL589666.2",0.6135,0.5777
"AC015813.7",0,1.3826
"AC124303.1",0,0.5544
"OR12D2",0,0
"AC022400.8",0,0
"AC011498.7",1.3468,3.963
"AC079298.3",2.348,0.3831
"AL450226.2",0,0
"MTCO1P1",0,0
"AL512356.3",0,0
"AC079336.7",0,0.6624
"AC005578.1",0.0743,0
"AC124319.3",0.1053,1.1152
"AL691477.1",0,0
"AC097372.3",0.2017,0
"AC091912.2",0,0
"AC233723.2",4.861,8.9426
"AC004947.2",2.6688,0.1671
"AC007741.1",0,0
"AC009161.2",0,0
"AC093671.1",0,0
"ACTR3BP6",0,0
"AC130456.7",0,0.5685
"AC006372.4",0,0
"PRAMEF26",0,0
"AC025125.1",0,0
"AP000577.2",0.0864,0.8133
"AC068299.2",0.0434,0
"AC005858.1",0,0
"AF131216.4",0.6208,0.6745
"AC009145.4",0,0.069
"Z82209.2",0,0
"AC009229.4",0.1168,0.0917
"AL079342.3",0,0
"FLJ30679",0,0
"LINC02887",0.2171,1.022
"AC006435.5",0,0
"AL049781.1",0,0
"AC138430.2",0,0
"AC010601.2",0.098,0
"AC092608.3",0,0
"AC108215.1",0.094,0.1107
"FRG1KP",0.4448,0.5235
"AC131212.3",0.8268,2.6868
"AC131935.2",0,0
"AC016251.1",0,0.0578
"AC011008.2",0.2715,1.7574
"AC099811.6",0.0926,0.7629
"AL137058.3",0,0
"AC037487.4",0.1213,0
"AC117503.4",0,0
"AP005264.6",1.236,0.1078
"ERICD",1.1358,3.4758
"AC104260.2",1.3011,0.1021
"AC018765.1",0,0
"AC137056.2",0,0
"AP000676.4",0,0
"AC023300.3",0,0.0178
"AC092437.1",0.4342,1.2775
"AC131212.4",0,0.1831
"Z83836.1",0,0
"OR8K3",0,0
"AL732618.1",0,0
"AC027309.3",0,0
"AC073578.4",0.1475,0
"AC025262.2",0,0
"AC129502.1",0,0.1619
"AL035425.4",0,0
"AC053503.5",0.2469,0
"AC074183.2",0,0
"AC067931.2",0,0
"Z97633.1",0.3663,2.1559
"CTBP2P10",0,0
"AC061999.1",0,0
"AC020917.4",2.2382,9.5552
"AC090617.9",0,2.6644
"AC009084.2",0.2159,1.5564
"AC016866.3",0,2.0001
"AC244517.12",0.1144,0.1346
"DUX4L25",0,0
"AC091941.1",0.1317,0
"AP001528.2",65.1192,3.3241
"AC080080.2",0,0
"AP000542.3",0,0
"AC009166.2",0.0268,0.0315
"AC092184.2",0.6364,0.2497
"FP236240.3",0,0
"AC000123.3",3.4906,4.2161
"AL138713.1",0,0
"AC008133.2",0,0
"LINC01726",0,0
"AC127496.7",2.0666,0.6453
"AC116563.2",0,0
"AC011466.4",0.094,0.4424
"AC073592.9",0,0.2406
"AL132656.4",1.215,1.3039
"AL021877.2",0,0
"AL138960.2",0,0
"AC105133.2",0,0
"AC092159.3",0,0.1623
"AC084759.3",0,0.9731
"AC005858.2",0,0
"AC021766.1",0,0.1205
"AL161782.1",0,0
"AP002364.1",0.1792,0.369
"AC034229.5",0,0.4825
"AC012640.5",0.2377,0.2798
"AL136967.2",0,0
"CR382285.2",0,0
"AC091953.6",0,0
"AC019080.5",1.6028,0.4716
"AL359740.1",0.2562,1.2062
"AC012186.3",0,0.3681
"AC027176.3",0,0
"AL353898.3",0.3457,1.8818
"AP003072.5",0.0981,0.1155
"AC009831.4",0,0
"AC026362.2",0.0272,0.016
"AC096920.1",0,0
"Z95331.1",0.0459,0.1429
"FP325332.1",0.0742,0
"AP000648.4",1.8171,1.4457
"AL109806.1",0.8507,0.4291
"AC006330.1",0.229,0.4941
"AC010872.1",0,0
"AC007496.3",0.0441,0.0778
"AC090574.1",0,0
"AC011471.3",0,0
"AL034546.1",0,0
"AC114546.4",0.2055,0
"AC011592.1",0,0
"AC005858.3",0,0
"AC022497.1",0.0822,0.4836
"AC127459.3",0,0
"AC022532.1",1.4482,0.7231
"AC093525.10",0.0483,0.1707
"AC005086.5",0.356,0.419
"AC026336.5",0,0
"AC104985.3",0,0
"AC132872.4",0.5459,1.4458
"AC032044.2",0.8154,0.9597
"LINC01101",0,0.0948
"IGHV1-69D",1.4761,83.6098
"AC004790.2",0,0
"AC018470.1",0,0
"AC005252.3",0.1008,0
"AC009084.3",0,0
"AC096887.2",0.5812,2.098
"AC007326.2",0,0
"AC010531.8",0,0
"AC005355.2",0.6267,0.3688
"AC115284.2",0,0.7387
"AL359852.1",0,0
"BX537318.2",0.0182,0.4289
"AL357673.2",0.0153,0.0539
"AC084876.2",0.0444,0.2611
"AF001548.3",0,0.2048
"AP002782.1",0,0
"AL160394.2",0.1047,0
"AP000962.2",0.1378,0
"FP565260.6",1.1071,1.0557
"AL031595.3",0.2552,0.1815
"AC006058.4",0.0454,1.0689
"CR392039.4",0.5948,0
"AC091932.4",0,0
"AC004836.1",0,0
"AC002064.3",0,0
"FP236383.3",0,0
"AL136313.1",0,0
"AC073592.10",2.1594,0.299
"AL049536.1",0.0726,0.0855
"AL607033.1",0,0
"AC034229.6",0,0.3985
"AL683826.1",0,0
"AL356094.1",0,0
"AP006248.4",0,0
"AC007347.2",0,0
"AL359745.1",0,0
"DUX4L2",0,0
"SCARNA4",0,0
"AL356481.2",0.1436,0
"AL358154.1",0,0
"AC005329.3",0.3077,0.4609
"AC007182.3",0,0
"AL591030.1",0,0
"SALRNA2",0.1101,0.0432
"AC068946.1",0.0978,0.2495
"ASAP1-IT2",0.1867,0.2197
"AC116913.2",0,0
"LINC01374",1.0681,0.1397
"AL158835.3",0,0
"AC006059.2",0,0
"LINC02342",0,0
"LINC01348",0.6742,3.0372
"BTG3-AS1",0.6765,1.2118
"AJ239328.1",0.0789,0.1114
"AC009133.5",0,0
"FP236383.4",0,0
"SCAANT1",0.8921,1.0501
"PCAT14",0.0772,0.0909
"THRIL",0,0
"AC096587.2",0,0
"LINC02204",0.2365,0.0835
"RNA5SP196",0,0
"AC245100.7",1.0751,11.8108
"KCNIP4-IT1",0.0077,0
"AC134981.1",0,0.7694
"AL157396.1",0.0269,0
"AL513210.2",0,0
"CCDC163",0.7977,7.7375
"LINC01242",0.0771,0
"SH3PXD2A-AS1",0.2394,0.3623
"AC060814.3",0,0
"SNORD3E",0,0
"HPAT5",0,0
"LINC02203",0,0
"AL139035.1",0,0
"JADRR",0,0
"PCAT5",0,0.0754
"LINC01943",0.7198,0.2421
"LINC00251",0,0
"LINC01232",1.3212,0.4176
"EIF1B-AS1",0.5013,0.3919
"LINC01173",0,0
"LINC00850",0,0
"DUX4L1",0,0
"AL356481.3",0.7913,1.3971
